RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Good,71,300.0,7,68,47,0,0,100,122.0,7,7,69,3,11,6,0,0,12,60.0,6,3,1.0,39,0.15600624024961,False,False,68.0,26
Bad,81,268.0,6,83,12,1,1,92,70.0,7,4,15,4,23,36,0,0,19,,2,1,1.0,33,0.15600624024961,True,False,80.0,4
Good,91,396.0,22,127,18,0,0,100,122.0,7,7,18,0,17,0,0,0,5,,1,2,0.0,50,0.15600624024961,False,False,100.0,9
Bad,61,170.0,3,78,18,3,0,71,36.0,7,2,21,3,57,0,0,0,111,90.0,4,3,3.0,100,0.15600624024961,True,False,86.0,21
Bad,80,207.0,8,92,18,0,0,100,122.0,7,7,18,1,50,9,0,0,28,75.0,3,3,1.0,60,0.15600624024961,False,False,100.0,10
Good,83,183.0,14,73,17,0,0,100,122.0,7,7,17,0,35,14,0,0,20,,3,1,0.0,44,0.15600624024961,False,False,100.0,7
Bad,73,131.0,2,48,27,0,0,100,122.0,7,7,30,4,37,0,2,2,38,25.0,7,2,2.0,53,0.15600624024961,False,False,90.0,15
Bad,59,166.0,13,72,16,2,1,68,3.0,6,2,19,0,42,11,0,0,42,73.0,4,3,2.0,78,0.5319148936170213,True,True,84.0,14
Bad,81,109.0,7,61,12,0,0,100,122.0,7,7,12,2,67,0,1,1,8,82.0,1,8,0.0,82,0.15600624024961,False,False,100.0,9
Good,79,161.0,8,83,17,0,0,100,122.0,7,7,19,2,42,0,1,1,13,,5,1,1.0,86,0.15600624024961,False,False,89.0,16
Good,80,191.0,4,146,59,0,0,100,122.0,7,7,64,1,27,36,3,3,17,74.0,6,6,2.0,50,0.15600624024961,False,False,92.0,32
Good,83,303.0,1,132,13,0,0,100,122.0,7,7,15,2,20,0,2,2,15,,5,1,1.0,75,0.15600624024961,False,False,87.0,11
Bad,80,181.0,9,53,13,0,0,100,122.0,7,7,13,1,62,0,0,0,44,92.0,2,3,0.0,83,0.15600624024961,False,False,100.0,10
Bad,57,156.0,4,71,13,3,2,75,6.0,2,2,16,1,56,36,1,1,95,49.0,2,2,1.0,100,0.5319148936170213,True,True,81.0,16
Good,87,190.0,16,139,28,0,0,100,122.0,7,7,29,0,34,7,0,0,19,,3,1,0.0,50,0.15600624024961,False,False,97.0,14
Bad,59,76.0,5,38,23,0,0,88,10.0,6,6,24,3,38,0,0,0,69,95.0,4,6,2.0,83,0.5319148936170213,True,True,96.0,19
Good,69,281.0,6,76,36,0,0,100,122.0,7,7,36,2,25,0,4,4,12,83.0,5,2,3.0,41,0.15600624024961,False,False,100.0,14
Bad,66,417.0,17,165,7,1,0,89,3.0,6,5,9,0,56,16,0,0,93,80.0,2,1,1.0,100,0.5319148936170213,True,True,78.0,9
Good,67,139.0,7,73,24,1,1,96,38.0,7,6,25,1,24,4,1,1,48,92.0,5,2,1.0,70,0.15600624024961,True,False,96.0,17
Good,86,137.0,2,75,24,0,0,100,122.0,7,7,25,2,36,0,3,3,7,73.0,2,2,0.0,50,0.15600624024961,False,False,96.0,12
Bad,61,109.0,4,48,11,0,0,92,5.0,6,6,13,2,62,0,5,5,64,82.0,2,2,1.0,80,0.5319148936170213,True,True,85.0,10
Good,81,144.0,5,61,18,0,0,100,122.0,7,7,20,4,25,0,1,0,42,,3,2,0.0,60,0.15600624024961,False,False,90.0,12
Bad,66,64.0,2,41,21,0,0,95,41.0,7,6,22,2,27,0,3,2,67,47.0,3,3,2.0,50,0.15600624024961,True,False,95.0,11
Good,90,177.0,23,112,10,0,0,100,122.0,7,7,10,0,20,0,0,0,0,,2,2,0.0,67,0.15600624024961,False,False,100.0,6
Bad,73,216.0,1,72,41,0,0,100,122.0,7,7,42,4,24,0,10,10,25,88.0,3,4,0.0,50,0.15600624024961,False,False,98.0,21
Good,60,314.0,12,90,27,3,1,76,2.0,4,4,34,0,44,0,0,0,2,87.0,3,2,0.0,50,0.5319148936170213,True,True,79.0,17
Good,83,196.0,29,82,21,0,0,100,122.0,7,7,35,0,57,17,0,0,2,51.0,1,4,0.0,63,0.15600624024961,False,False,60.0,22
Bad,61,232.0,6,77,9,1,0,64,15.0,7,5,11,4,36,4,1,1,76,,2,1,1.0,60,0.15600624024961,True,False,82.0,6
Bad,67,257.0,17,111,16,1,0,68,5.0,5,5,19,0,37,36,1,0,17,56.0,4,2,0.0,60,0.5319148936170213,True,True,84.0,11
Bad,82,112.0,1,50,13,0,0,93,30.0,7,6,14,4,43,0,1,1,8,77.0,2,2,1.0,50,0.15600624024961,True,False,93.0,7
Bad,61,35.0,2,15,15,0,0,100,122.0,7,7,17,8,71,2,1,1,0,81.0,0,7,0.5,75,0.15600624024961,False,False,88.0,12
Good,84,339.0,13,108,43,0,0,95,51.0,7,6,43,0,23,24,0,0,2,79.0,7,3,0.0,50,0.15600624024961,True,False,100.0,21
Bad,81,63.0,6,37,13,0,0,100,122.0,7,7,13,2,31,36,0,0,10,57.0,4,2,0.0,60,0.15600624024961,False,False,100.0,7
Good,80,259.0,2,82,29,0,0,100,122.0,7,7,32,2,59,2,1,1,26,72.0,3,4,0.0,50,0.15600624024961,False,False,91.0,16
Bad,63,136.0,3,73,16,0,0,94,43.0,7,6,16,2,19,0,7,6,98,,5,1,4.0,100,0.15600624024961,True,False,100.0,16
Good,68,170.0,11,78,49,0,0,100,122.0,7,7,54,1,19,12,0,0,1,,2,2,0.0,57,0.15600624024961,False,False,91.0,30
Good,75,463.0,3,86,43,0,0,98,50.0,7,6,46,5,14,36,2,2,15,28.0,5,3,2.0,33,0.15600624024961,True,False,93.0,15
Good,70,206.0,3,63,19,0,0,100,122.0,7,7,21,4,38,8,0,0,69,77.0,9,2,5.0,100,0.15600624024961,False,False,90.0,21
Bad,66,111.0,14,54,14,1,0,94,42.0,7,5,16,0,6,0,0,0,96,,7,2,5.0,100,0.15600624024961,True,False,88.0,16
Good,77,389.0,30,102,22,2,2,92,25.0,7,2,24,0,4,0,1,1,13,,5,2,0.0,36,0.15600624024961,True,False,92.0,8
Bad,66,207.0,20,100,33,0,0,91,5.0,6,6,33,0,39,36,0,0,51,81.0,9,2,2.0,79,0.5319148936170213,True,True,100.0,26
Bad,57,130.0,2,74,24,0,0,88,10.0,6,6,25,1,60,0,2,2,66,85.0,4,2,0.5,86,0.5319148936170213,True,True,96.0,21
Bad,75,217.0,1,74,41,1,1,91,13.0,7,4,43,5,33,0,4,3,7,88.0,3,4,0.0,30,0.15600624024961,True,False,95.0,12
Bad,69,192.0,2,87,14,0,0,94,1.0,6,6,17,1,53,0,1,1,53,115.0,2,1,1.0,60,0.5319148936170213,True,True,82.0,10
Good,71,155.0,1,71,24,0,0,100,122.0,7,7,25,3,32,3,3,3,54,,3,1,1.0,100,0.15600624024961,False,False,96.0,25
Good,85,109.0,35,73,4,0,0,100,122.0,7,7,5,0,0,36,1,0,2,,1,2,0.0,33,0.15600624024961,False,False,80.0,1
Bad,58,285.0,2,75,30,2,2,91,14.0,7,2,34,2,12,0,0,0,80,57.0,12,4,5.0,59,0.15600624024961,True,False,88.0,20
Good,85,226.0,2,84,14,0,0,100,122.0,7,7,27,1,13,2,1,1,6,,6,2,0.0,75,0.15600624024961,False,False,52.0,20
Good,72,135.0,5,50,26,0,0,100,122.0,7,7,26,2,50,0,0,0,78,,4,1,1.0,83,0.15600624024961,False,False,100.0,21
Good,77,390.0,6,103,30,0,0,100,122.0,7,7,30,3,43,0,1,1,45,79.0,3,3,1.0,60,0.15600624024961,False,False,100.0,18
Good,73,200.0,2,74,70,0,0,99,39.0,7,6,71,4,66,1,8,8,9,94.0,4,9,0.0,82,0.15600624024961,True,False,99.0,58
Good,83,202.0,10,98,22,3,1,88,34.0,7,4,25,2,24,1,1,1,6,83.0,4,2,0.0,50,0.15600624024961,True,False,88.0,12
Bad,70,296.0,23,164,13,1,1,92,45.0,7,6,13,0,31,36,1,0,39,2.0,3,2,1.0,63,0.15600624024961,True,False,100.0,8
Bad,62,250.0,2,91,15,2,2,72,7.0,6,2,33,1,44,36,0,0,62,,3,1,1.0,80,0.5319148936170213,True,True,45.0,26
Good,76,400.0,3,97,17,1,1,94,35.0,7,6,17,2,18,2,1,1,2,96.0,4,2,0.0,75,0.15600624024961,True,False,100.0,12
Good,80,201.0,5,94,17,0,0,100,122.0,7,7,17,1,24,0,0,0,36,9.0,4,2,1.0,43,0.15600624024961,False,False,100.0,7
Bad,61,316.0,1,87,38,0,0,93,2.0,6,6,40,3,58,0,2,2,78,71.0,5,6,4.0,73,0.5319148936170213,True,True,95.0,29
Good,88,171.0,17,91,15,0,0,100,122.0,7,7,16,0,50,17,0,0,0,,0,1,0.0,25,0.15600624024961,False,False,94.0,4
Bad,74,341.0,4,89,26,2,1,82,8.0,6,4,33,2,4,6,0,0,7,49.0,6,1,0.0,50,0.5319148936170213,True,True,79.0,16
Bad,69,33.0,4,16,5,0,0,100,122.0,7,7,5,1,20,0,3,2,53,92.0,3,1,0.0,100,0.15600624024961,False,False,100.0,5
Bad,76,107.0,30,57,5,0,0,83,14.0,7,6,6,0,50,0,0,0,30,,1,2,0.0,100,0.15600624024961,True,False,83.0,6
Bad,60,178.0,5,53,23,0,0,75,10.0,6,6,24,6,29,4,2,2,35,75.0,3,3,1.0,55,0.5319148936170213,True,True,96.0,13
Bad,57,158.0,4,77,38,0,0,85,2.0,6,6,39,1,51,0,3,3,44,49.0,13,6,2.0,90,0.5319148936170213,True,True,97.0,35
Bad,64,194.0,8,76,24,1,1,88,9.0,6,2,26,2,48,36,0,0,69,77.0,7,6,6.0,76,0.5319148936170213,True,True,92.0,19
Bad,52,216.0,3,63,17,1,1,88,2.0,6,6,17,4,29,1,4,4,78,,6,1,4.0,70,0.5319148936170213,True,True,100.0,11
Good,73,311.0,4,108,19,0,0,95,11.0,6,6,19,2,42,0,3,3,23,,4,3,1.0,54,0.5319148936170213,True,True,100.0,10
Bad,83,209.0,8,80,4,0,0,100,122.0,7,7,5,1,20,0,0,0,9,,3,2,0.5,75,0.15600624024961,False,False,80.0,3
Good,55,125.0,5,58,10,1,0,50,3.0,6,5,14,2,36,36,1,1,56,71.0,4,4,2.0,89,0.5319148936170213,True,True,71.0,12
Bad,68,116.0,21,59,31,2,2,97,15.0,7,6,33,0,52,0,1,1,16,44.0,2,6,0.0,75,0.15600624024961,True,False,94.0,24
Bad,70,217.0,0,80,29,1,1,97,40.0,2,2,33,2,29,1,1,1,55,10.0,9,3,1.0,86,0.5319148936170213,True,True,88.0,28
Good,58,421.0,1,142,24,0,0,96,12.0,7,6,25,1,20,0,3,3,78,101.0,9,4,7.0,87,0.15600624024961,True,False,96.0,21
Bad,93,399.0,27,174,5,0,0,100,122.0,7,7,5,0,0,2,1,1,0,,0,2,0.0,0,0.15600624024961,False,False,100.0,0
Bad,61,190.0,4,61,44,0,0,89,10.0,6,6,45,2,14,36,0,0,28,73.0,8,4,1.0,55,0.5319148936170213,True,True,98.0,24
Bad,66,74.0,15,49,7,2,0,60,9.0,5,5,10,0,40,0,0,0,0,20.0,1,2,0.5,60,0.5319148936170213,True,True,70.0,6
Bad,57,338.0,3,63,13,2,1,67,13.0,7,5,17,1,60,1,2,2,55,90.0,1,4,1.0,56,0.15600624024961,True,False,76.0,9
Good,56,124.0,5,63,23,2,2,72,2.0,6,4,29,3,62,0,1,1,8,89.0,2,4,0.0,86,0.5319148936170213,True,True,79.0,24
Bad,69,265.0,25,106,10,0,0,67,18.0,7,6,13,0,15,1,2,2,42,,3,1,0.0,57,0.15600624024961,True,False,77.0,7
Good,89,468.0,11,78,10,0,0,100,122.0,7,7,10,1,20,0,0,0,4,,1,1,0.0,33,0.15600624024961,False,False,100.0,3
Good,74,445.0,7,147,15,0,0,100,122.0,7,7,16,1,13,0,1,1,36,,10,1,2.0,92,0.15600624024961,False,False,94.0,14
Bad,72,160.0,20,98,4,1,0,80,25.0,7,5,15,0,0,1,1,1,74,,1,2,0.0,100,0.15600624024961,True,False,27.0,15
Bad,68,119.0,5,66,13,3,2,80,15.0,7,3,15,1,27,0,0,0,10,94.0,3,3,1.0,50,0.15600624024961,True,False,87.0,7
Good,72,239.0,7,86,28,0,0,93,19.0,7,6,30,3,29,36,5,5,11,38.0,6,3,1.0,82,0.15600624024961,True,False,93.0,24
Bad,59,75.0,0,50,2,1,1,50,39.0,7,6,5,1,50,0,7,5,0,,0,2,0.5,0,0.15600624024961,True,False,40.0,0
Good,74,283.0,17,75,10,2,1,92,38.0,7,5,13,0,77,2,2,2,49,,3,2,0.0,100,0.15600624024961,True,False,77.0,13
Good,88,435.0,4,164,19,0,0,100,122.0,7,7,19,1,0,4,1,1,3,,6,2,0.0,43,0.15600624024961,False,False,100.0,8
Bad,57,47.0,4,21,5,0,0,80,32.0,7,6,5,1,60,36,3,3,97,84.0,2,3,1.0,100,0.15600624024961,True,False,100.0,5
Bad,60,197.0,17,81,16,1,1,78,1.0,2,2,18,0,17,0,0,0,6,,3,1,1.0,40,0.5319148936170213,True,True,89.0,7
Bad,64,227.0,1,74,33,2,1,98,23.0,2,5,43,5,26,0,1,1,31,82.0,14,5,3.0,79,0.5319148936170213,True,True,77.0,33
Bad,88,177.0,2,65,14,0,0,100,122.0,7,7,15,2,53,36,0,0,4,93.0,2,2,0.0,80,0.15600624024961,False,False,93.0,12
Bad,88,133.0,14,63,5,0,0,100,122.0,7,7,6,0,40,36,0,0,4,44.0,1,2,0.0,75,0.15600624024961,False,False,83.0,4
Bad,69,208.0,23,125,7,2,0,73,24.0,7,5,11,0,73,36,5,5,27,,3,1,0.5,100,0.15600624024961,True,False,64.0,11
Good,82,401.0,10,161,13,0,0,93,3.0,6,6,14,3,14,0,0,0,5,,2,2,0.0,40,0.5319148936170213,True,True,93.0,5
Bad,66,132.0,16,66,8,2,2,78,64.0,7,2,9,0,56,0,3,3,60,12.0,2,1,1.0,100,0.15600624024961,True,False,89.0,9
Good,85,186.0,8,83,22,0,0,100,122.0,7,7,22,2,18,21,0,0,9,79.0,2,2,0.0,36,0.15600624024961,False,False,100.0,7
Bad,60,198.0,19,57,19,0,0,90,6.0,6,6,21,0,62,36,0,0,71,71.0,6,3,1.0,100,0.5319148936170213,True,True,90.0,21
Good,89,193.0,9,114,13,0,0,100,122.0,7,7,14,1,43,0,0,0,1,88.0,2,2,0.0,67,0.15600624024961,False,False,93.0,9
Good,89,353.0,40,140,19,0,0,100,122.0,7,7,19,0,11,0,0,0,7,,3,1,0.0,36,0.15600624024961,False,False,100.0,6
Good,78,188.0,3,72,20,1,1,96,45.0,7,3,24,7,43,0,2,2,1,91.0,1,5,0.0,43,0.15600624024961,True,False,83.0,10
Bad,63,291.0,9,88,25,0,0,84,3.0,6,6,25,2,32,0,0,0,30,73.0,7,2,1.0,82,0.5319148936170213,True,True,100.0,20
